Track ID,Area ID,Race Date,Race Year,Race Month,Race day,Race No,Horse Name,Horse Reference No,Jockey,Jockey ID,Trainer,Trainer ID,Owner,Owner ID,Sire,Dam,Dam Sire,Breeder,PP,Age,Sex,Med,Weight,ML Odds,Claim
LAD,USA,"March 13, 2025",2025,3,13,4,Aj Lets Blaze (LA),11432832,L   Rodriguez,164803,L   Keith,277458,Brandon J. Trahan,1667047,Ajs Fast Dash,Eye Opening Attitude,Mr Eye Opener,Brandon J Trahan,1,2,G,L1,124,10/1,
MVR,USA,"March 13, 2025",2025,3,13,2,Group Eighteen (KY),10588812,L R Rivera,57452,A   Farrior,278193,Thomas C. Lynn,1457064,Ironicus,Lookin' for Indy,A.P. Indy,Virginia H. Tarra Trust,1,6,G,L,124,5/2,"$4,000"
MVR,USA,"March 13, 2025",2025,3,13,2,Writeitontheice (KY),10619342,K   Gonzalez,152731,J   Wade,974476,Justin Wade,2099283,Keen Ice,Camryn's Gem,Unbridled's Song,Calumet Farm,2,6,G,L,124,15/1,"$4,000"
FG,USA,"March 13, 2025",2025,3,13,7,Pat Hand Girl (LA) (MTO),10637303,F   Astudillo,172053,K L Hargrave,20162,Patricia Harden and Randall Hargrave,2106422,Hard Aces,Sorcerer's Appeal,Sorcerer's Stone,Randall J. Hargrave,12,6,M,L,1125,12/1,
GP,USA,"March 13, 2025",2025,3,13,8,Hello Hello Hello (KY),11171861,J   Alvarado,125057,R B Spatz,3122,"Carrie L. Brogden, Stephen Screnci, Ronald B. Spatz and Ryan Fubini",2356384,Echo Town,Mystic Miracle,Unbridled's Song,"Machmer Hall, Carrie Brogden & CraigBrogden",7,3,F,L,116,5/2,
FG,USA,"March 13, 2025",2025,3,13,7,Bar Tap (KY) (MTO),10295725,J L Rodriguez,2932543,E A Mojica,969120,"Mojica Stables, Inc. (Edith and Alfredo Mojica)",2140291,Jack Milton,Tap for Luck,Tapit,"Dream Walkin' Farms, Inc.",13,8,M,L,120,6/1,"$10,000"
PEN,USA,"March 13, 2025",2025,3,13,3,Sheltrfromthestorm (PA),11001141,Y O Ramos,170058,T R Smith,4310,Hillcrest Farm,1467146,Hoppertunity,Stormy's Honor,Congrats,Heather B. Hunter & Dr. F. E. Hunter,5,4,G,L,121,10/1,"$5,000"
PEN,USA,"March 13, 2025",2025,3,13,3,Villanito (PA),11012152,J   Aguilar,174174,J   Diaz,952272,James Aguilar-Juarez,2119716,Il Villano,Divine Light,Repent,Chuck Russo,6,4,G,L,121,8/1,"$5,000"
RP,USA,"March 13, 2025",2025,3,13,2,Chew N Candy (OK),10973132,J   Vega,107631,M D Vargas,975207,Jose F. Zuniga,2123972,Send a Candy Guy,Its All About Chew,Royal Blue Chew Chew,Tonja A Wilson,1,5,M,L,126,9/2,"$35,000"
LAD,USA,"March 13, 2025",2025,3,13,4,Vooduu (LA),11377149,N   Castaneda,156130,B   Foster,211437,"Jagger Horse Racing (Benjamin Salazar,Jr. and Jesus Talavera)",2048718,Sizzlin Cartel,Dasha Effort,Fishers Dash,Jumonville Farms,2,2,G,L1,124,3/1,
MVR,USA,"March 13, 2025",2025,3,13,2,That Khenny (FL),10497009,V P Rodriguez,2956336,J   Castillo,973012,Jabdiel Castillo,2115980,Khozan,Whaddayathinkathat,Montbrook,Randy Myers,3,7,G,L,124,8/1,"$4,000"
PEN,USA,"March 13, 2025",2025,3,13,3,Fast Payday (FL),10617915,C   Elliott,174583,I   Tapsas,946198,Luis R. Orantes,2113502,Jess's Dream,Lady Kafca,Kafwain,Dennis J. Manning,7,6,G,L,1165,8/1,"$5,000"
LAD,USA,"March 13, 2025",2025,3,13,4,Super Tee Baby (LA),11405616,E R Hernandez,131889,"F   Campos, Jr",968202,Jorge Eduardo Galvan,2268199,Tee Cos,Super Cooper,Jumpn,Rj Ranch Llc,3,2,C,L1,124,20/1,
MVR,USA,"March 13, 2025",2025,3,13,2,First Citizen (KY),10257129,A I Diaz,165566,J   Castillo,973012,Jabdiel Castillo,2115980,Proud Citizen,First Circle,Langfuhr,Brereton C. Jones,4,8,G,L,124,6/1,"$4,000"
GP,USA,"March 13, 2025",2025,3,13,9,Cosmic Impact (KY),11145075,M J Husbands,171620,P   Lutchman,264746,"Anne-33, LLC (Anne Marie Lutchman)",2165079,Brody's Cause,Wind Strike,Smart Strike,Joe Hoffman & Carol Hoffman,1,3,C,L,1117,50/1,"$17,500"
PEN,USA,"March 13, 2025",2025,3,13,3,Moonset (MD),10768291,S   Del Fabbro,176333,G   Galligan,963383,William F. C. Marlow Jr.,984698,Malibu Moon,Apple Pie Baby,Not For Love,Classic Thoroughbred 25,8,5,G,,1147,12/1,"$5,000"
MVR,USA,"March 13, 2025",2025,3,13,2,Noble Behavior (NY),9970218,A   Chavez,169358,M   Winters,190417,Michelle Winters,942466,Noble Causeway,Justleavemealone,Speightstown,Matties Racing Stable,5,10,G,L,124,20/1,"$4,000"
RP,USA,"March 13, 2025",2025,3,13,2,Rl Hondo (OK),10726498,C J Benn,151541,M   Whitekiller,38552,Robin Haggard,2064530,Flare for Ivory,Mondays Lady,Desirio,Ron Lyles,2,6,G,L,126,5/2,"$30,000"
FG,USA,"March 13, 2025",2025,3,13,8,Sargent Sully (KY),11089466,A   Concepcion,172497,W   Walden,972437,"OXO Equine, LLC (Larry Best)",2113181,Instagrand,Indian Miss,Indian Charlie,"OXO Equine, LLC",1,3,C,L,120,8/1,
RP,USA,"March 13, 2025",2025,3,13,2,Double Dip (OK),10999214,J A Flores,145452,V   Ibarra,268820,Regina Laymon,2133485,Fdd Dynasty,Double Eagle,One Dashing Eagle,Regina Laymon,3,5,G,L,126,3/1,"$35,000"
LAD,USA,"March 13, 2025",2025,3,13,4,John Wayne Friday (LA),11398295,H   Gutierrez,175714,O   Orozco,275401,Frank Harrison,2046757,One Sweet Jess,Christmas Carol,Shazoom,Chris Daughdrill,4,2,C,L1,124,8/1,
GP,USA,"March 13, 2025",2025,3,13,9,Cryptonym (FL),10969623,E   Gonzalez,136260,D C Hurtak,28453,Daniel C. Hurtak,1088794,Hello Broadway,Bossbabygirl,Take Charge Indy,Ups and Downs Farm & Rohan Crichton,2,4,G,L,125,15/1,"$17,500"
PEN,USA,"March 13, 2025",2025,3,13,3,Stately Order (KY),10985334,J L Gonzalez,172493,D W Siculietano,974678,Tesla Stables,2203423,Street Sense,Pin Up,Tapit,Godolphin,9,4,G,L,121,9/2,"$5,000"
LAD,USA,"March 13, 2025",2025,3,13,4,Jess Transcendent (LA),11476021,C   Segura,168324,G   Gonzalez,973227,Guerras Racing Stables (Ricardo Guerra),1325389,Heza Fast Rogue,Jess the Gal,Valiant Hero,Jacob R Broussard,5,2,C,L1,124,15/1,
PEN,USA,"March 13, 2025",2025,3,13,3,Sweet Spite (NJ),10968975,M   Rojas,3050655,K J Fields,115337,"Prancing Horse Farm, LLC",2341014,Palace Malice,Wy Not Candy,Candy Ride (ARG,Fazio Stables,10,4,G,L,125,5/1,"$5,000"
MVR,USA,"March 13, 2025",2025,3,13,2,Bourbon Wisdom (KY),10249210,R A Perez,20327,J   Skerrett,965821,Danielle Agnello,1852817,Constitution,Marycasey,Candy Ride (ARG,Roy Gottlieb,6,8,G,L,124,9/5,"$4,000"
GP,USA,"March 13, 2025",2025,3,13,9,Renege (KY),11168650,M A Vasquez,155088,J   Garoffalo,162152,Bruno Schickedanz,737934,Broken Vow,Cayman Sunrise,Petionville,"Anzac LLC, Respite Farm & Terlep",3,3,G,L,118,20/1,"$17,500"
FG,USA,"March 13, 2025",2025,3,13,8,C Mac Da Boss (KY),11150023,J   Graham,107418,B C Barnett,25369,Tim McCarthy,2197592,Caracaro,Malibu Song,Power Broker,Tim McCarthy,2,3,C,L1,120,10/1,
LAD,USA,"March 13, 2025",2025,3,13,4,Atta Boy Slim (LA),11402844,F   Vargas,173105,V E Haywood,208179,Emily Loup,2364178,The Louisiana Cartel,Sassy Chic 3341,Fast Prize Dash,Wade Loup,6,2,G,L1,124,7/2,
RP,USA,"March 13, 2025",2025,3,13,2,Chunki Monkey (OK),11092998,R   Cruz,168313,B L Clay,970622,Hector C. Estrada,1460966,Im a Fancy Pyc,Com Callin,Volcom,Hector C  Estrada Sr,4,5,G,L,126,20/1,"$35,000"
FG,USA,"March 13, 2025",2025,3,13,8,Ancient World (KY),11106452,J L Ortiz,147108,J   Sharp,951499,Repole Stable (Mike Repole),1544280,Into Mischief,Thirteen Arrows,Indian Charlie,Fifth Avenue Bloodstock & GlenwoodBreeding,3,3,G,L1,120,3/1,
PEN,USA,"March 13, 2025",2025,3,13,4,Forever Fifi (PA),10794050,I   Beato,120034,K   Harigeorgiou,209119,Z and Z Stables,1753741,Cuba,My Bella Samurai,First Samurai,Susan McBride & Santiago Palacios,1,5,M,L,123,6/1,"$5,000"
FG,USA,"March 13, 2025",2025,3,13,8,Genuine Star (KY),11140983,C   McMahon,143666,"A M Stall, Jr.",13572,"Spendthrift Farm, LLC (Eric P. Gustavson)",759652,Authentic,Hollywood Royal,Distorted Humor,Spendthrift Farm LLC,4,3,C,L1,120,4/1,
MVR,USA,"March 13, 2025",2025,3,13,2,Ranseur (KY),10834702,E   Paucar,101158,R J McConville Jr,283290,"Raymond J. McConville, Jr.",1309903,Midnight Storm,Dontgetinmyway,Machiavellian,Shane Doyle & Penny McCarthy,7,5,G,L,124,20/1,"$4,000"
PEN,USA,"March 13, 2025",2025,3,13,4,Dancing Chime (PA),10979705,D   Cora,81840,T   Houghton,13067,Sylmar Farm,879092,Hoppertunity,Outlaw Dancer,Bowman's Band,Elizabeth R. Houghton,2,4,F,L,123,5/2,"$5,000"
GP,USA,"March 13, 2025",2025,3,13,9,Ragman (FL),10793703,E   Perez,129141,J   Collins,227698,Johnny Collins and Robert E. Collins,2357622,Treasure Beach (GB),Rate Change,Exchange Rate,Helen Barbazon & Joseph Barbazon,4,5,G,L,125,5/1,"$17,500"
RP,USA,"March 13, 2025",2025,3,13,2,Corona Cobra (OK),10252382,M   Delgado,152142,J   Licona-Vazquez,957703,Rafael E. Haros,1560493,Corona Cartel,Klassy Chick,Valiant Hero,Bollenbach Farms Lp,5,9,G,L,126,5/1,"$35,000"
LAD,USA,"March 13, 2025",2025,3,13,4,Cos I Do It (LA),11366066,J   Aquino,168585,G   Martinez,2997181,Carlos Levario,2038381,Tee Cos,First Cash Connie,First Moonflash,Carlos Gerardo Levario,7,2,C,L1,124,6/1,
FG,USA,"March 13, 2025",2025,3,13,8,Motel Patel (NY),11106650,B   Curtis,147222,C A Hartman,235027,Pravin A. Patel,1970708,Volatile,Scat's Lassie,Scat Daddy,"Beals Racing Stable, LLC & SaratogaGlen Farm, LLC",5,3,C,L,120,8/1,
MVR,USA,"March 13, 2025",2025,3,13,2,Milano (KY),10291508,B   Tapara,159345,E   Clouston,9471,Michelle Helms,1565258,Into Mischief,Dixie Song,Fusaichi Pegasus,Brandywine Farm (Jim & Pam Robinson),8,8,G,L,124,7/2,"$4,000"
LAD,USA,"March 13, 2025",2025,3,13,4,Catchafallinstar (LA),11392303,U   Luna,156463,K   Weeks,257352,David S. Lofton,1249232,The Louisiana Cartel,Feedingmygator,Pritzi Dash,Rhonda Magee,8,2,F,L1,124,15/1,
GP,USA,"March 13, 2025",2025,3,13,9,Doctor's Orders (FL),11024804,D   Davis,149157,M E Casse,20416,"D. J. Stable, LLC (Leonard Green)",776542,Awesome Slew,Yes It's Valid,Yes It's True,Sherry R. Mansfield & Kenneth H. Davis,5,4,G,L,125,7/5,"$17,500"
RP,USA,"March 13, 2025",2025,3,13,2,Get a Lota Tonight (TX),11157586,B   Quiroz,154895,V   Torres,955190,Angel Hugo Llanas,2335503,Lota Pyc,Saturday Night Ride,Mr Jess Perry,Whiting Ranch,6,4,F,L,126,12/1,"$30,000"
FG,USA,"March 13, 2025",2025,3,13,8,Where Y'at (KY),11103140,"B J Hernandez, Jr.",109036,D   Stewart,135878,"Dallas Stewart and WinStar Farm, LLC (Kenny Troutt)",2248223,Tom's d'Etat,Diamond Crazy,Tale of Ekati,"Dallas Stewart & WinStar Farm, LLC",6,3,C,L1,120,8/1,
LAD,USA,"March 13, 2025",2025,3,13,4,Southern Rogue (LA),11476017,Y   Rodriguez,173201,E L Morales,282079,Leobersi Perez,2233434,Heza Fast Rogue,Southern Mandee,Ocean Runaway,Brock Broussard,9,2,C,L1,124,9/2,
PEN,USA,"March 13, 2025",2025,3,13,4,Adios Meister (PA),10982557,J   Tunon,124362,E   Carpio,971595,Sonrisa Racing Stable,2285807,Adios Charlie,Ladrona,Bodemeister,Mr. & Mrs. Deborah Elise Smith,3,4,F,L,123,10/1,"$5,000"
LAD,USA,"March 13, 2025",2025,3,13,4,Mp Snow Game (LA),11476001,"J F Garcia, Jr.",145208,A   Brooks,263290,Rosendo Valdez,1895176,Mr Piloto,Game Snowlady,Game Patriot,Grant Farms Llc,10,2,C,L1,124,12/1,
RP,USA,"March 13, 2025",2025,3,13,2,Carlitos Gamer (TX),11459126,J   Arellano,173683,M F Mata,962661,Cristian Leonardo Alcala,2203798,Tee Cos,Air Riot,Game Patriot,Ruben Marquez,7,3,G,L,124,8/1,"$30,000"
MVR,USA,"March 13, 2025",2025,3,13,3,Manfredi (KY),10978374,T D Houghton,903,E R Reed,1533,"Jerry S. Brumley, Paul Barnes and Kenneth P. Tyson",2323897,Runhappy,Lemon Sugar,Lemon Drop Kid,E.H. Beau Lane,1,4,C,L,124,6/1,"$40,000"
GP,USA,"March 13, 2025",2025,3,13,9,Dynamic Empire (KY),11000018,J   Trejos,167566,V   Russo,3705,Clearmar Racing (Victor Russo),2987120,Maximus Mischief,Yamato Damashii,Tiznow,Gil Masters,6,4,G,L,125,10/1,"$17,500"
FG,USA,"March 13, 2025",2025,3,13,8,Hard Spun to Run (KY),11115672,M   Murrill,151536,S   Wilson,158558,Dawn Robin and Scotty Robin,2290101,Hard Spun,Silk Route,Empire Maker,"Scott Dilworth, Evan Dilworth & RandyAndrews",7,3,C,L1,120,8/1,
PEN,USA,"March 13, 2025",2025,3,13,4,Maggie K (PA),10807665,M J Inirio,153302,J F Bobadilla,20514,Castor Stable,2330514,Well Spelled,O' Ririn,Smarten,Kathleen A. Kotenko,4,5,M,L,123,9/5,"$5,000"
FG,USA,"March 13, 2025",2025,3,13,8,Munnystruck (KY),11164520,J   Loveberry,117079,S B Flint,220361,CamHaven Farms (Shirley Camilleri),2326613,Munnings,Great Soul,Great Notion,"Crown Chase Farm, LLC",8,3,C,L,120,8/1,
GP,USA,"March 13, 2025",2025,3,13,9,Prince David (FL),10979281,R   Rojas,159339,F B Labo,3175,Thimbiyola Racing LLC (Colin S. Browne),2345207,Adios Charlie,Cape Ann,Rockport Harbor,Colin Browne,7,4,G,L,125,12/1,"$17,500"
LAD,USA,"March 13, 2025",2025,3,13,5,Mo Train (LA),11307070,C   Segura,168324,J M Vidal,258597,Juan Manuel Vidal,1896402,Freighttrain B,Jessi Jam,Jet Black Patriot,Mo Racing,1,3,F,,126,9/2,
LAD,USA,"March 13, 2025",2025,3,13,5,Duck Duck Go (LA),11233837,D A Alvarez,122671,I   Solis-Guevara,953104,Maurice A. Perry,2301848,You Drive I Fly,San Lorenzo Lady,Coronas Leaving You,Janelle L Simon,2,3,G,L,126,5/2,
FG,USA,"March 13, 2025",2025,3,13,8,Caribbean Dream (KY),11089828,F   Geroux,119101,B H Cox,241578,Juddmonte (Prince Fahad bin Khalid),789226,Tapit,Golden Mischief,Into Mischief,Juddmonte,9,3,C,L1,120,5/1,
MVR,USA,"March 13, 2025",2025,3,13,3,Raven Moon (OH),10448739,A I Diaz,165566,N R Rivera,949329,Rivera Racing Stables,2298028,Langfuhr,Coco's Mountain,Runto the Mountain,Doug Hobson & Cathie Hobson,2,8,G,L,124,12/1,"$40,000"
RP,USA,"March 13, 2025",2025,3,13,2,Chloe for Gold (CA),10626451,R   Vega,168894,C   Clevenger,4456,Carl Clevenger,828840,Jesse James Jr,Sheza Hot Catch,Corona Caliente,Mesa Valley Farms Llc,8,7,M,L,126,10/1,"$30,000"
LAD,USA,"March 13, 2025",2025,3,13,5,Moonin N Zoomin (LA),11257945,J   Aquino,168585,M   Trejo,948939,"Martin Trejo, Jr",2268662,Moonin the Eagle,Zooming On Ice,Azoom,Jordan Michael Bertrand,3,3,G,L,126,7/2,
PEN,USA,"March 13, 2025",2025,3,13,4,Lady Robo (KY),10772667,E   Ruiz,172503,R B Abrams,5,Moshe Mark,1633354,Oscar Performance,Crane Beach,Anabaa,John D. Gunther & Cudney Stables,5,5,M,L,123,7/2,"$5,000"
MVR,USA,"March 13, 2025",2025,3,13,3,Moreau (KY),10748180,J A Bracho,159279,J A Radosevich,37896,Imaginary Stables,2060469,Speightstown,Art Director,Tapit,Juddmonte Farms Inc,3,5,G,L,124,8/5,"$40,000"
GP,USA,"March 13, 2025",2025,3,13,9,Oscarworthy (KY),10989688,J R Velazquez,2089,B A Lynch,28025,"Terry Hamilton, Lisa Lee and Brian Lynch",2239333,Oscar Performance,Loya,City Zip,Lisa Lee,8,4,G,L,125,5/2,"$17,500"
RP,USA,"March 13, 2025",2025,3,13,2,Chew Blew by You (OK),10932604,E N Esqueda,166685,V   Torres,955190,Adan Lopez Padilla,2226518,Send a Candy Guy,Its All About Chew,Royal Blue Chew Chew,Tonja A Wilson,9,6,G,L,126,15/1,"$35,000"
LAD,USA,"March 13, 2025",2025,3,13,5,Sweet Pea Dash (LA),11289703,N   Castaneda,156130,R   Meche,215116,Jennifer Walker,1574989,Ajs Fast Dash,Sweet Pea Barbara,My Friend Max,Jennifer Walker,4,4,F,L,128,10/1,
FG,USA,"March 13, 2025",2025,3,13,9,Tyler's Turn (KY),11117815,"B J Hernandez, Jr.",109036,K G McPeek,1226,"Shamrock Stables LLC (Rob Hutcherson), Jim Watson and Magdalena Racing (Sherri McPeek)",2366974,Improbable,Bachata,Kingmambo,Tony Holmes,1,3,C,L,120,4/1,"$30,000"
PEN,USA,"March 13, 2025",2025,3,13,4,Trechmo Girl (PA),10742124,M   Rojas,3050655,B M Kravets,2867,"Stevark Stable, Inc.",737476,Hoppertunity,Lydias Lullaby,Brahms,Jodie Pointer,6,5,M,L,123,6/1,"$5,000"
GP,USA,"March 13, 2025",2025,3,13,9,Westhampton (KY),10800757,J E Morelos,169518,H   Collazo,121439,Span Investments Inc. and Ruben Valdes,2366514,West Coast,Summersault,Rock Hard Ten,White Fox Farm,9,5,G,L,125,30/1,"$17,500"
LAD,USA,"March 13, 2025",2025,3,13,5,Rock Eagle (LA),11384595,E   Rodriguez,151585,S G Flores,243951,Estevan Saenz,1308491,Bf Farm Boss,Seis Famous Eagle,One Famous Eagle,Lynnette Douget,5,3,C,L,126,8/1,
RP,USA,"March 13, 2025",2025,3,13,3,Bv Make a Choice (OK),11187340,C R Esqueda,145041,F I Manriquez,975439,Fernando Manriquez,1626986,Kvn Corona,Eyesa First,Eyesa Special,Bella Vista Farms Llc,1,4,F,,126,5/2,
GP,USA,"March 13, 2025",2025,3,13,9,Last Run (FL),10989872,L   Reyes,157934,G   James,258601,Sunstar Stables LLC (Gerald James),2365311,Battalion Runner,Carmens Halo,Halo's Image,James T. Sawyer & Gus Gray,10,4,G,L,125,10/1,"$17,500"
SUN,USA,"March 13, 2025",2025,3,13,1,Fauzeta's Flame (NM),11034612,A   Medellin,95638,L   Chavez,151521,John McClintic and Erin McClintic,2240133,Capitol Guy,Fauzeta,Distorted Humor,"John McClintic, Pat McClintic & MikeAbraham",1,4,F,L,124,8/1,
PEN,USA,"March 13, 2025",2025,3,13,5,Porch Swing (MD),10810331,A R Rodriguez,120310,B L Kulp,248234,Tesla Stables,2203423,Irish War Cry,Sittin' n' Sippin,Straight Talking,Franklin G. Smith Sr.,1,5,G,L,121,3/1,"$5,000"
FG,USA,"March 13, 2025",2025,3,13,9,Justawalkinthepark (KY),11100762,J L Ortiz,147108,E   Lopez,971250,"Lopez Racing Stable, Inc. (Elias Lopez) and Dean Caras",2360735,Collected,Heavenly Joy,Kitten's Joy,Brereton C. Jones,2,3,G,L,120,6/1,"$30,000"
LAD,USA,"March 13, 2025",2025,3,13,5,Corona Leaving Hail (LA),11169364,R   Cabrera,144120,P L Clemons,954002,"Cuadra Santa Cruz, LLC (Emeterio Mendez)",2167134,Rc Me Leaving You,Hail N Tarnation,Hail Corona,Michael Anthony Latin,6,3,C,,126,5/1,
MVR,USA,"March 13, 2025",2025,3,13,3,Spencer's Boy Luna (KY),10762687,B   Tapara,159345,E R Reed,1533,Tiffiney K. Veloudis,2321152,Alternation,Paris Girl,Pulpit,Tiffiney K. Veloudis,4,5,H,L,124,3/1,
SUN,USA,"March 13, 2025",2025,3,13,1,Klimt's Girl (KY),11127440,L   Negron,137241,S J Buechler,3453,Kent V. Kunz,840439,Klimt,Circumstance,Vindication,Bret Jones,2,3,F,L,121,5/1,
FG,USA,"March 13, 2025",2025,3,13,9,Batter Up (KY),11139731,D   Cannon,156132,N   Troiani,959484,P B and J Stable (Dan Keller),1955722,More Than Ready,Sweet Swingin,Street Sense,Godolphin,3,3,G,L,120,9/2,"$30,000"
LAD,USA,"March 13, 2025",2025,3,13,5,Heres an Eagle (LA),11426031,J R Herbert,164467,J M Vidal,258597,Mariano Garza,2240090,Moonin the Eagle,Herein,This Snow Is Royal,Horacio Munoz,7,3,G,L,126,12/1,
PEN,USA,"March 13, 2025",2025,3,13,5,Mischief Warrior (PA),10774980,D   Cora,81840,J F Bobadilla,20514,Anualpe Stable,1274686,Warrior's Reward,Reigert,Into Mischief,Warrior's Reward LLC,2,5,G,L,121,12/1,"$5,000"
SUN,USA,"March 13, 2025",2025,3,13,1,Distorted Cat (CA),11089711,J O Ortega,162716,T   Gutierrez,242418,Juan Jose Zamora,2271912,Bodexpress,Distorted Beauty,Invasor (ARG,Richard Barton Enterprises,3,3,F,,121,15/1,
PEN,USA,"March 13, 2025",2025,3,13,5,Petit Fils (FR),10085594,T   Conner,153873,J L Lawrence II,43431,Lawrence Stables Inc.,808668,Makfi (GB),Mamie Zane (FR),Orpen,"Mathieu Offenstadt, Sylvain Fargeon &Rodolphe Collet",3,10,G,L,121,9/2,"$5,000"
MVR,USA,"March 13, 2025",2025,3,13,3,John's Rock (KY),10277084,F   Salazar Becerra,159338,C   Vecchio,244755,Caryn Vecchio,1283342,Bernardini,Sweet Cassiopeia,Five Star Day,"Godolphin, Dan Considine & Steve Snowden",5,8,G,L,124,2/1,
SUN,USA,"March 13, 2025",2025,3,13,1,Girls Don't Cry (TX),11126014,F   Amparan,160906,"M   Valdez-Cabral, Jr.",966575,Alfredo Alvarado,1350095,Crossbow,Lady Don't Cry,Street Cry (IRE,Jim Volk,4,3,F,L,121,6/1,
RP,USA,"March 13, 2025",2025,3,13,3,Quick On the Dash (OK),10866939,C J Benn,151541,V   Torres,955190,Francisco Chipol-Hernandez,2344238,Jess B Quick,Roll Checker,Mr Cinnamon Roll,Jimmy Hood,2,5,G,L,126,10/1,"$10,000"
FG,USA,"March 13, 2025",2025,3,13,9,Fast Beach (KY),11156668,M   Murrill,151536,W B Calhoun,5663,Mansfield Racing (Landon Jordan),2275584,Omaha Beach,Honorable Profit,Honorable Dillon,Jay Goodwin & Rick Smith,4,3,G,L,120,9/2,"$30,000"
SUN,USA,"March 13, 2025",2025,3,13,1,Rose A (KY),11132064,"A J Juarez, Jr.",58145,T W Fincher,149624,"Peacock Family Racing Stable, LLC (Joseph Peacock et al)",2349464,Hard Spun,Rose's Desert,Desert God,"Joe R. Peacock, Jr.",5,3,F,L1,121,4/1,
SUN,USA,"March 13, 2025",2025,3,13,1,Toni the Grrreat (KY),11132037,J M Vazquez,167371,J A Hernandez,163086,Ruben Ramirez,2328220,Frosted,Polite Smile,Distorted Humor,Jeff Drown,6,3,F,L1,121,15/1,
LAD,USA,"March 13, 2025",2025,3,13,5,Rsv Angels Wedding (LA),11343363,"J F Garcia, Jr.",145208,C   Blanchet,45412,Steve Vidrine,2193546,Ajs Fast Dash,Wedding Slippers,Wildcat Shoes,Steve Vidrine,8,3,F,L1,126,6/1,
PEN,USA,"March 13, 2025",2025,3,13,5,Saint Templar (ON),10947425,J A Hernandez,142778,B L Kulp,248234,Brandon L. Kulp,1174263,Temple City,Myrtle's Gray,Oratory,Jeff Zlonis,4,4,G,L,121,3/1,"$5,000"
MVR,USA,"March 13, 2025",2025,3,13,3,Silence (OH),10595867,Y   Aviles,170593,J   Skerrett,965821,Danielle Agnello,1852817,Exaggerator,Leah's Secret,Tiger Ridge,"WinBlaze, LLC",6,6,G,L,124,12/1,
RP,USA,"March 13, 2025",2025,3,13,3,Storm of Coronas (OK),10742580,R   Cruz,168313,E N Rodriguez-Garcia,954408,Luis F. Caro-Delapena,2035371,Coronas Fast Dash,Get N Over Da Storm,Red Storm Cat,Luis Caro,3,6,G,L,126,12/1,"$10,000"
PEN,USA,"March 13, 2025",2025,3,13,5,Watasha (KY),10631540,C E Lopez,142383,K   Brion,954090,Jordan V. Wycoff,2074349,Into Mischief,Alwaan,Elusive Quality,Hare Forest Farm,5,6,G,L,125,5/2,"$5,000"
SUN,USA,"March 13, 2025",2025,3,13,1,Street Colors (CA),11128203,E P Gomez,140260,L C Rojero,42978,Juan Jose Zamora,2271912,Mucho Macho Man,Ocean Colors,Orientate,Jason Hall & Joe Wheeler,7,3,F,,121,6/1,
SUN,USA,"March 13, 2025",2025,3,13,1,Itsgrandsalamitime (CA),11142453,C   Ramos,168758,T W Fincher,149624,Tim Floyd,1239237,Pontiff,Copy Begone,Demon Warlock,Aaron Bresko & Warlock Stables,8,3,F,L1,121,5/2,
PEN,USA,"March 13, 2025",2025,3,13,5,Spinning Musician (PA),10791259,J   Torres,158166,C   Beattie,949322,Valls Thoroughbreds LLC,2831930,Hard Spun,Perfect Note,Elusive Quality,"Blackstone Farm LLC, Dr. William Hess &Godolphin LLC",6,5,G,L,125,4/1,"$5,000"
FG,USA,"March 13, 2025",2025,3,13,9,Crooked Bullet (KY),11146916,"M   Pedroza, Jr.",141890,E T Scherer,245813,"Mike Corn, Kent Tabor, Ken Sentel and Marianne Scherer",3139426,Bolt d'Oro,Distorted Point,Distorted Humor,"Cypress Creek Equine, LLC",5,3,G,L,120,10/1,"$30,000"
SUN,USA,"March 13, 2025",2025,3,13,1,Ferrari Money (KY),11110113,J   Bobroff,149210,J A Hernandez,163086,Ruben Ramirez,2328220,Munnings,Able to Smile,Into Mischief,Brookfield Stud,9,3,F,L,121,8/1,
PEN,USA,"March 13, 2025",2025,3,13,6,Iracebeth (PA),11154523,R   Chiappe,106513,F W Stites,4708,William E. Riddle Jr,1622273,Wicked Strong,That Jones Girl,Smarty Jones,Dr. & Mrs. William E. Riddle Jr.,1,3,F,L1,119,10/1,
FG,USA,"March 13, 2025",2025,3,13,9,Tequila n' Salt (KY),11144297,E   Nieves,147110,S   Savoie,229175,"Dixiana Farms, LLC (William Shively) and Live-Lee Farms LLC (Lila Sessums)",2368739,Kitten's Joy,Cocktail Hour,Dynaformer,"Dixiana Farms, LLC",6,3,G,L,120,8/1,"$30,000"
RP,USA,"March 13, 2025",2025,3,13,3,Cecis Desert Wonder (OK),11006364,J   Pedraza,2990441,V   Torres,955190,Luis Hernandez,2152301,Pete's Wonder,Miss Desert Attitude,Streak and Dash,Dennis D Babb Trust,4,5,G,,126,8/1,"$10,000"
FG,USA,"March 13, 2025",2025,3,13,9,Winning Campaign (KY),11190611,F   Geroux,119101,B H Cox,241578,Robert V. LaPenta,1266647,Global Campaign,Driving Rain,Storm Cat,Jill Michele Pritchard,7,3,C,L1,120,9/2,"$30,000"
